Participant,Item,List,Trial,Prime,Response
1,1,1,95,slang,0
1,1,1,11,other,0
3,1,1,95,slang,0
3,1,1,11,other,0
4,1,4,106,standard,0
5,1,5,34,other,0
6,1,6,95,slang,1
6,1,6,11,other,1
8,1,8,103,slang,1
10,1,10,34,other,0
11,1,11,95,slang,1
11,1,11,11,other,0
12,1,12,28,standard,0
12,1,12,11,other,0
13,1,13,103,slang,1
14,1,14,106,standard,1
15,1,15,34,other,0
16,1,3,103,slang,0
17,1,2,28,standard,0
18,1,1,95,slang,1
18,1,1,11,other,1
19,1,4,106,standard,0
20,1,5,34,other,0
21,1,6,95,slang,1
21,1,6,11,other,1
22,1,7,28,standard,1
23,1,8,103,slang,1
24,1,9,106,standard,0
25,1,10,34,other,1
26,1,11,95,slang,1
26,1,11,11,other,1
27,1,12,28,standard,1
27,1,12,11,other,1
28,1,13,103,slang,1
29,1,14,106,standard,1
30,1,15,34,other,0
31,1,1,95,slang,1
31,1,1,11,other,1
32,1,2,28,standard,0
33,1,3,103,slang,1
34,1,4,106,standard,0
35,1,5,34,other,1
36,1,6,95,slang,1
36,1,6,11,other,0
37,1,7,28,standard,0
38,1,8,103,slang,1
39,1,9,106,standard,1
40,1,10,34,other,1
41,1,11,95,slang,1
41,1,11,11,other,1
42,1,12,28,standard,0
42,1,12,11,other,0
43,1,13,103,slang,0
44,1,14,106,standard,0
45,1,15,34,other,1
46,1,1,95,slang,1
46,1,1,11,other,1
47,1,2,28,standard,1
48,1,3,103,slang,1
49,1,4,106,standard,0
50,1,5,34,other,1
51,1,11,95,slang,0
51,1,11,11,other,0
52,1,7,28,standard,0
53,1,8,103,slang,1
55,1,10,34,other,0
56,1,6,95,slang,0
56,1,6,11,other,0
57,1,12,28,standard,0
57,1,12,11,other,0
58,1,13,103,slang,0
59,1,14,106,standard,1
60,1,15,34,other,1
61,1,1,95,slang,1
61,1,1,11,other,0
62,1,2,28,standard,1
63,1,3,103,slang,1
64,1,4,106,standard,0
65,1,5,34,other,1
66,1,6,95,slang,1
66,1,6,11,other,0
67,1,7,28,standard,0
68,1,8,103,slang,1
69,1,9,106,standard,1
70,1,10,34,other,1
71,1,11,95,slang,0
71,1,11,11,other,0
72,1,12,28,standard,1
72,1,12,11,other,0
73,1,13,103,slang,1
74,1,14,106,standard,0
75,1,15,34,other,0
76,1,1,95,slang,1
76,1,1,11,other,1
77,1,2,28,standard,0
78,1,3,103,slang,0
79,1,4,106,standard,0
80,1,5,34,other,0
81,1,6,95,slang,0
81,1,6,11,other,0
82,1,7,28,standard,0
83,1,8,103,slang,0
84,1,9,106,standard,0
85,1,10,34,other,0
86,1,11,95,slang,0
86,1,11,11,other,0
87,1,12,28,standard,0
87,1,12,11,other,1
88,1,13,103,slang,0
89,1,14,106,standard,0
90,1,15,34,other,0
91,1,1,95,slang,0
91,1,1,11,other,0
92,1,2,28,standard,1
93,1,3,103,slang,0
94,1,4,106,standard,1
95,1,5,34,other,1
96,1,6,95,slang,1
96,1,6,11,other,0
97,1,7,28,standard,0
98,1,8,103,slang,0
99,1,9,106,standard,0
100,1,10,34,other,0
102,1,12,28,standard,0
102,1,12,11,other,0
103,1,11,95,slang,1
103,1,11,11,other,1
106,1,1,11,other,0
107,1,2,28,standard,0
108,1,3,103,slang,0
109,1,4,106,standard,1
110,1,5,34,other,0
111,1,6,95,slang,1
111,1,6,11,other,1
112,1,6,95,slang,1
112,1,6,11,other,1
113,1,7,28,standard,1
114,1,8,103,slang,0
115,1,9,106,standard,0
116,1,10,34,other,0
117,1,11,11,other,0
118,1,12,28,standard,1
118,1,12,11,other,1
120,1,14,106,standard,0
122,1,1,11,other,0
123,1,2,28,standard,0
125,1,4,106,standard,1
127,1,6,95,slang,0
127,1,6,11,other,0
128,1,7,28,standard,0
129,1,8,103,slang,0
131,1,10,34,other,1
132,1,11,11,other,1
133,1,12,28,standard,0
133,1,12,11,other,1
135,1,14,106,standard,0
137,1,1,95,slang,1
137,1,1,11,other,0
138,1,2,28,standard,1
139,1,3,103,slang,0
140,1,4,106,standard,1
141,1,5,34,other,1
142,1,6,95,slang,1
142,1,6,11,other,1
143,1,7,28,standard,0
146,1,10,34,other,1
147,1,11,11,other,1
148,1,6,95,slang,1
148,1,6,11,other,0
149,1,13,103,slang,0
150,1,13,103,slang,1
151,1,14,106,standard,0
152,1,15,34,other,1
153,1,1,95,slang,1
153,1,1,11,other,0
154,1,2,28,standard,0
155,1,3,103,slang,0
156,1,5,34,other,1
157,1,5,34,other,0
158,1,6,95,slang,0
158,1,6,11,other,0
159,1,7,28,standard,0
161,1,9,106,standard,0
162,1,10,34,other,0
163,1,11,95,slang,1
163,1,11,11,other,0
164,1,12,28,standard,0
164,1,12,11,other,0
165,1,13,103,slang,1
166,1,14,106,standard,0
NA,1,9,106,standard,NA
1,2,1,59,standard,0
1,2,1,112,slang,0
1,2,1,84,other,0
3,2,1,59,standard,0
3,2,1,112,slang,1
4,2,4,112,other,0
5,2,5,18,slang,1
6,2,6,59,standard,0
6,2,6,84,other,1
8,2,8,81,standard,0
10,2,10,18,slang,NA
11,2,11,59,standard,0
11,2,11,84,other,1
12,2,12,81,slang,1
12,2,12,84,other,0
13,2,13,81,standard,1
14,2,14,112,other,0
15,2,15,18,slang,1
16,2,3,81,standard,0
17,2,2,81,slang,1
18,2,1,59,standard,0
18,2,1,112,slang,1
18,2,1,84,other,1
19,2,4,112,other,0
20,2,5,18,slang,1
21,2,6,59,standard,1
21,2,6,84,other,1
22,2,7,81,slang,1
23,2,8,81,standard,0
24,2,9,112,other,1
25,2,10,18,slang,0
26,2,11,59,standard,1
26,2,11,84,other,1
27,2,12,81,slang,1
27,2,12,84,other,1
28,2,13,81,standard,0
29,2,14,112,other,1
30,2,15,18,slang,1
31,2,1,59,standard,1
31,2,1,112,slang,1
31,2,1,84,other,1
32,2,2,81,slang,1
33,2,3,81,standard,0
34,2,4,112,other,0
35,2,5,18,slang,1
36,2,6,59,standard,0
36,2,6,84,other,0
37,2,7,81,slang,1
38,2,8,81,standard,1
39,2,9,112,other,1
40,2,10,18,slang,1
41,2,11,59,standard,1
41,2,11,84,other,1
42,2,12,81,slang,0
42,2,12,84,other,0
43,2,13,81,standard,0
44,2,14,112,other,1
45,2,15,18,slang,1
46,2,1,59,standard,0
46,2,1,112,slang,1
46,2,1,84,other,1
47,2,2,81,slang,1
48,2,3,81,standard,0
49,2,4,112,other,0
50,2,5,18,slang,1
51,2,11,59,standard,1
51,2,11,84,other,0
52,2,7,81,slang,0
53,2,8,81,standard,1
55,2,10,18,slang,1
56,2,6,59,standard,0
56,2,6,84,other,0
57,2,12,81,slang,0
57,2,12,84,other,0
58,2,13,81,standard,0
59,2,14,112,other,0
60,2,15,18,slang,0
61,2,1,59,standard,0
61,2,1,112,slang,1
61,2,1,84,other,1
62,2,2,81,slang,1
63,2,3,81,standard,0
64,2,4,112,other,0
65,2,5,18,slang,1
66,2,6,59,standard,0
66,2,6,84,other,0
67,2,7,81,slang,0
68,2,8,81,standard,1
69,2,9,112,other,1
70,2,10,18,slang,1
71,2,11,59,standard,1
71,2,11,84,other,1
72,2,12,81,slang,0
72,2,12,84,other,1
73,2,13,81,standard,0
74,2,14,112,other,0
75,2,15,18,slang,1
76,2,1,59,standard,1
76,2,1,112,slang,0
76,2,1,84,other,1
77,2,2,81,slang,1
78,2,3,81,standard,0
79,2,4,112,other,0
80,2,5,18,slang,1
81,2,6,59,standard,0
81,2,6,84,other,0
82,2,7,81,slang,1
83,2,8,81,standard,0
84,2,9,112,other,0
85,2,10,18,slang,0
86,2,11,59,standard,1
86,2,11,84,other,0
87,2,12,81,slang,1
87,2,12,84,other,1
88,2,13,81,standard,0
89,2,14,112,other,0
90,2,15,18,slang,1
91,2,1,59,standard,0
91,2,1,112,slang,0
91,2,1,84,other,0
92,2,2,81,slang,1
93,2,3,81,standard,1
94,2,4,112,other,1
95,2,5,18,slang,1
96,2,6,59,standard,1
96,2,6,84,other,1
97,2,7,81,slang,0
98,2,8,81,standard,0
99,2,9,112,other,1
100,2,10,18,slang,1
102,2,12,81,slang,0
102,2,12,84,other,0
103,2,11,59,standard,0
103,2,11,84,other,1
105,2,15,18,slang,0
106,2,1,59,standard,1
106,2,1,112,slang,1
106,2,1,84,other,1
107,2,2,81,slang,1
108,2,3,81,standard,0
109,2,4,112,other,1
110,2,5,18,slang,1
111,2,6,59,standard,1
111,2,6,84,other,1
112,2,6,59,standard,0
112,2,6,84,other,1
113,2,7,81,slang,1
114,2,8,81,standard,0
115,2,9,112,other,0
116,2,10,18,slang,1
117,2,11,59,standard,0
118,2,12,81,slang,1
118,2,12,84,other,1
119,2,13,81,standard,0
122,2,1,59,standard,0
122,2,1,112,slang,1
123,2,2,81,slang,1
124,2,3,81,standard,0
125,2,4,112,other,1
126,2,5,18,slang,1
127,2,6,59,standard,0
127,2,6,84,other,0
128,2,7,81,slang,0
129,2,8,81,standard,0
131,2,10,18,slang,0
132,2,11,59,standard,1
132,2,11,84,other,1
133,2,12,81,slang,0
133,2,12,84,other,1
135,2,14,112,other,1
137,2,1,59,standard,0
137,2,1,112,slang,1
137,2,1,84,other,0
138,2,2,81,slang,1
139,2,3,81,standard,0
140,2,4,112,other,1
141,2,5,18,slang,1
142,2,6,59,standard,0
142,2,6,84,other,0
143,2,7,81,slang,1
146,2,10,18,slang,1
147,2,11,59,standard,1
147,2,11,84,other,1
148,2,6,59,standard,0
148,2,6,84,other,0
149,2,13,81,standard,0
150,2,13,81,standard,1
151,2,14,112,other,0
152,2,15,18,slang,1
153,2,1,59,standard,1
153,2,1,112,slang,1
153,2,1,84,other,1
154,2,2,81,slang,1
155,2,3,81,standard,0
156,2,5,18,slang,1
157,2,5,18,slang,0
158,2,6,59,standard,0
158,2,6,84,other,1
159,2,7,81,slang,1
160,2,8,81,standard,0
161,2,9,112,other,0
162,2,10,18,slang,0
163,2,11,59,standard,0
163,2,11,84,other,0
164,2,12,81,slang,0
164,2,12,84,other,1
165,2,13,81,standard,0
NA,2,9,112,other,NA
1,3,1,28,slang,0
3,3,1,28,slang,1
4,3,4,38,slang,0
5,3,5,55,standard,0
6,3,6,28,slang,1
8,3,8,28,other,1
10,3,10,55,standard,0
11,3,11,28,slang,1
12,3,12,120,standard,0
13,3,13,28,other,1
14,3,14,38,slang,1
15,3,15,55,standard,0
16,3,3,28,other,1
17,3,2,120,standard,0
18,3,1,28,slang,1
19,3,4,38,slang,1
20,3,5,55,standard,1
21,3,6,28,slang,1
22,3,7,120,standard,1
23,3,8,28,other,0
24,3,9,38,slang,1
25,3,10,55,standard,1
26,3,11,28,slang,1
27,3,12,120,standard,1
28,3,13,28,other,1
29,3,14,38,slang,1
30,3,15,55,standard,0
31,3,1,28,slang,0
32,3,2,120,standard,0
33,3,3,28,other,0
34,3,4,38,slang,1
35,3,5,55,standard,1
37,3,7,120,standard,1
38,3,8,28,other,1
39,3,9,38,slang,1
40,3,10,55,standard,1
41,3,11,28,slang,1
42,3,12,120,standard,0
44,3,14,38,slang,1
45,3,15,55,standard,0
46,3,1,28,slang,1
47,3,2,120,standard,1
48,3,3,28,other,0
49,3,4,38,slang,0
50,3,5,55,standard,0
51,3,11,28,slang,0
52,3,7,120,standard,0
55,3,10,55,standard,1
56,3,6,28,slang,1
57,3,12,120,standard,0
58,3,13,28,other,0
59,3,14,38,slang,1
60,3,15,55,standard,0
61,3,1,28,slang,1
62,3,2,120,standard,1
63,3,3,28,other,0
64,3,4,38,slang,1
65,3,5,55,standard,1
66,3,6,28,slang,0
67,3,7,120,standard,0
68,3,8,28,other,1
69,3,9,38,slang,1
70,3,10,55,standard,1
71,3,11,28,slang,0
72,3,12,120,standard,0
73,3,13,28,other,1
74,3,14,38,slang,1
75,3,15,55,standard,0
76,3,1,28,slang,0
77,3,2,120,standard,0
78,3,3,28,other,1
79,3,4,38,slang,1
80,3,5,55,standard,0
81,3,6,28,slang,0
83,3,8,28,other,0
84,3,9,38,slang,0
85,3,10,55,standard,0
86,3,11,28,slang,1
87,3,12,120,standard,1
88,3,13,28,other,1
89,3,14,38,slang,1
90,3,15,55,standard,0
91,3,1,28,slang,1
92,3,2,120,standard,0
93,3,3,28,other,0
94,3,4,38,slang,1
95,3,5,55,standard,0
96,3,6,28,slang,1
97,3,7,120,standard,0
99,3,9,38,slang,1
100,3,10,55,standard,0
102,3,12,120,standard,0
103,3,11,28,slang,1
104,3,14,38,slang,1
105,3,15,55,standard,0
107,3,2,120,standard,0
108,3,3,28,other,0
109,3,4,38,slang,1
110,3,5,55,standard,0
111,3,6,28,slang,1
112,3,6,28,slang,1
113,3,7,120,standard,0
114,3,8,28,other,0
115,3,9,38,slang,1
116,3,10,55,standard,0
117,3,11,28,slang,0
118,3,12,120,standard,1
119,3,13,28,other,1
120,3,14,38,slang,1
121,3,15,55,standard,0
122,3,1,28,slang,1
123,3,2,120,standard,1
124,3,3,28,other,0
125,3,4,38,slang,1
127,3,6,28,slang,0
128,3,7,120,standard,0
129,3,8,28,other,0
130,3,9,38,slang,0
131,3,10,55,standard,0
132,3,11,28,slang,1
133,3,12,120,standard,0
135,3,14,38,slang,1
137,3,1,28,slang,0
138,3,2,120,standard,1
139,3,3,28,other,1
140,3,4,38,slang,1
141,3,5,55,standard,1
142,3,6,28,slang,1
143,3,7,120,standard,1
145,3,9,38,slang,0
146,3,10,55,standard,1
147,3,11,28,slang,1
148,3,6,28,slang,1
149,3,13,28,other,0
150,3,13,28,other,0
151,3,14,38,slang,0
152,3,15,55,standard,0
153,3,1,28,slang,1
154,3,2,120,standard,0
155,3,3,28,other,0
156,3,5,55,standard,1
157,3,5,55,standard,1
158,3,6,28,slang,0
159,3,7,120,standard,0
160,3,8,28,other,0
161,3,9,38,slang,1
162,3,10,55,standard,0
163,3,11,28,slang,0
164,3,12,120,standard,0
165,3,13,28,other,1
166,3,14,38,slang,1
NA,3,9,38,slang,NA
1,4,1,5,standard,0
5,4,5,67,slang,0
6,4,6,5,standard,0
8,4,8,63,slang,0
8,4,8,31,other,0
10,4,10,67,slang,0
11,4,11,5,standard,0
12,4,12,87,other,0
13,4,13,63,slang,1
13,4,13,31,other,1
14,4,14,14,standard,1
15,4,15,67,slang,0
16,4,3,63,slang,0
16,4,3,31,other,1
17,4,2,87,other,0
18,4,1,5,standard,1
19,4,4,14,standard,1
20,4,5,67,slang,0
21,4,6,5,standard,0
22,4,7,87,other,1
23,4,8,63,slang,0
23,4,8,31,other,0
24,4,9,14,standard,1
25,4,10,67,slang,1
26,4,11,5,standard,1
27,4,12,87,other,1
28,4,13,63,slang,1
28,4,13,31,other,1
29,4,14,14,standard,1
30,4,15,67,slang,0
31,4,1,5,standard,0
32,4,2,87,other,1
33,4,3,63,slang,1
33,4,3,31,other,0
34,4,4,14,standard,0
35,4,5,67,slang,1
36,4,6,5,standard,0
37,4,7,87,other,1
38,4,8,63,slang,1
38,4,8,31,other,1
39,4,9,14,standard,1
40,4,10,67,slang,1
41,4,11,5,standard,0
42,4,12,87,other,0
43,4,13,63,slang,0
44,4,14,14,standard,0
45,4,15,67,slang,1
46,4,1,5,standard,0
47,4,2,87,other,1
48,4,3,63,slang,0
48,4,3,31,other,1
49,4,4,14,standard,0
50,4,5,67,slang,0
51,4,11,5,standard,0
52,4,7,87,other,0
53,4,8,63,slang,1
53,4,8,31,other,1
55,4,10,67,slang,1
56,4,6,5,standard,0
57,4,12,87,other,0
58,4,13,63,slang,1
58,4,13,31,other,0
59,4,14,14,standard,0
60,4,15,67,slang,1
61,4,1,5,standard,0
62,4,2,87,other,1
63,4,3,63,slang,1
63,4,3,31,other,1
64,4,4,14,standard,0
65,4,5,67,slang,1
66,4,6,5,standard,0
67,4,7,87,other,0
68,4,8,63,slang,1
69,4,9,14,standard,0
70,4,10,67,slang,1
71,4,11,5,standard,0
72,4,12,87,other,1
73,4,13,63,slang,1
74,4,14,14,standard,0
75,4,15,67,slang,0
76,4,1,5,standard,0
77,4,2,87,other,0
78,4,3,63,slang,1
78,4,3,31,other,0
79,4,4,14,standard,0
80,4,5,67,slang,0
81,4,6,5,standard,0
82,4,7,87,other,0
83,4,8,63,slang,0
83,4,8,31,other,0
84,4,9,14,standard,0
85,4,10,67,slang,1
86,4,11,5,standard,0
87,4,12,87,other,1
88,4,13,63,slang,0
89,4,14,14,standard,0
90,4,15,67,slang,0
91,4,1,5,standard,0
92,4,2,87,other,1
93,4,3,31,other,0
94,4,4,14,standard,1
95,4,5,67,slang,1
96,4,6,5,standard,1
97,4,7,87,other,0
98,4,8,63,slang,0
99,4,9,14,standard,1
100,4,10,67,slang,0
102,4,12,87,other,1
103,4,11,5,standard,1
104,4,14,14,standard,0
106,4,1,5,standard,0
107,4,2,87,other,1
108,4,3,63,slang,1
108,4,3,31,other,0
109,4,4,14,standard,1
110,4,5,67,slang,0
111,4,6,5,standard,1
112,4,6,5,standard,0
113,4,7,87,other,1
114,4,8,63,slang,0
114,4,8,31,other,0
115,4,9,14,standard,0
116,4,10,67,slang,1
118,4,12,87,other,1
119,4,13,31,other,0
120,4,14,14,standard,0
123,4,2,87,other,1
124,4,3,31,other,1
125,4,4,14,standard,0
128,4,7,87,other,1
129,4,8,63,slang,1
129,4,8,31,other,0
130,4,9,14,standard,0
131,4,10,67,slang,0
132,4,11,5,standard,0
133,4,12,87,other,1
135,4,14,14,standard,1
137,4,1,5,standard,0
138,4,2,87,other,1
139,4,3,31,other,1
140,4,4,14,standard,0
141,4,5,67,slang,1
142,4,6,5,standard,0
143,4,7,87,other,1
146,4,10,67,slang,1
147,4,11,5,standard,0
149,4,13,63,slang,1
149,4,13,31,other,0
150,4,13,63,slang,1
150,4,13,31,other,1
151,4,14,14,standard,0
152,4,15,67,slang,1
153,4,1,5,standard,1
154,4,2,87,other,1
155,4,3,63,slang,1
155,4,3,31,other,0
156,4,5,67,slang,1
157,4,5,67,slang,0
158,4,6,5,standard,0
159,4,7,87,other,0
160,4,8,63,slang,1
160,4,8,31,other,0
161,4,9,14,standard,0
162,4,10,67,slang,1
163,4,11,5,standard,0
164,4,12,87,other,1
165,4,13,63,slang,1
165,4,13,31,other,1
166,4,14,14,standard,0
NA,4,9,14,standard,NA
1,5,1,67,other,0
3,5,1,67,other,0
4,5,4,103,slang,0
4,5,4,31,other,0
5,5,5,123,standard,0
6,5,6,67,other,0
8,5,8,87,standard,1
10,5,10,123,standard,0
11,5,11,67,other,1
12,5,12,34,slang,1
13,5,13,87,standard,0
14,5,14,103,slang,1
14,5,14,31,other,1
15,5,15,123,standard,0
16,5,3,87,standard,0
18,5,1,67,other,1
19,5,4,103,slang,1
19,5,4,31,other,0
20,5,5,123,standard,1
21,5,6,67,other,1
23,5,8,87,standard,0
24,5,9,31,other,1
25,5,10,123,standard,1
26,5,11,67,other,1
27,5,12,34,slang,1
28,5,13,87,standard,1
29,5,14,103,slang,1
29,5,14,31,other,1
30,5,15,123,standard,0
31,5,1,67,other,0
33,5,3,87,standard,0
34,5,4,103,slang,0
34,5,4,31,other,0
35,5,5,123,standard,0
36,5,6,67,other,0
37,5,7,34,slang,0
38,5,8,87,standard,1
39,5,9,103,slang,1
39,5,9,31,other,0
40,5,10,123,standard,1
41,5,11,67,other,1
42,5,12,34,slang,1
43,5,13,87,standard,0
44,5,14,103,slang,1
44,5,14,31,other,0
45,5,15,123,standard,0
46,5,1,67,other,1
47,5,2,34,slang,1
48,5,3,87,standard,1
49,5,4,103,slang,0
49,5,4,31,other,0
50,5,5,123,standard,0
51,5,11,67,other,1
52,5,7,34,slang,0
53,5,8,87,standard,1
56,5,6,67,other,0
57,5,12,34,slang,0
58,5,13,87,standard,0
59,5,14,103,slang,1
59,5,14,31,other,1
60,5,15,123,standard,0
61,5,1,67,other,0
62,5,2,34,slang,1
63,5,3,87,standard,0
64,5,4,103,slang,0
64,5,4,31,other,0
65,5,5,123,standard,0
66,5,6,67,other,0
67,5,7,34,slang,0
68,5,8,87,standard,1
69,5,9,103,slang,1
69,5,9,31,other,0
70,5,10,123,standard,0
71,5,11,67,other,1
72,5,12,34,slang,1
73,5,13,87,standard,0
74,5,14,103,slang,0
74,5,14,31,other,1
75,5,15,123,standard,0
76,5,1,67,other,0
77,5,2,34,slang,0
78,5,3,87,standard,1
79,5,4,103,slang,1
79,5,4,31,other,1
80,5,5,123,standard,0
81,5,6,67,other,0
83,5,8,87,standard,0
84,5,9,103,slang,0
84,5,9,31,other,0
85,5,10,123,standard,1
86,5,11,67,other,0
87,5,12,34,slang,0
88,5,13,87,standard,0
89,5,14,103,slang,0
89,5,14,31,other,0
91,5,1,67,other,0
92,5,2,34,slang,NA
93,5,3,87,standard,0
94,5,4,103,slang,1
94,5,4,31,other,0
95,5,5,123,standard,0
96,5,6,67,other,1
97,5,7,34,slang,0
98,5,8,87,standard,0
99,5,9,103,slang,1
99,5,9,31,other,1
100,5,10,123,standard,1
102,5,12,34,slang,1
103,5,11,67,other,1
105,5,15,123,standard,0
106,5,1,67,other,1
107,5,2,34,slang,1
108,5,3,87,standard,0
109,5,4,31,other,0
111,5,6,67,other,1
112,5,6,67,other,1
113,5,7,34,slang,1
114,5,8,87,standard,0
115,5,9,103,slang,0
115,5,9,31,other,0
116,5,10,123,standard,1
117,5,11,67,other,0
118,5,12,34,slang,1
120,5,14,103,slang,1
120,5,14,31,other,1
121,5,15,123,standard,0
122,5,1,67,other,1
123,5,2,34,slang,1
124,5,3,87,standard,0
125,5,4,103,slang,1
125,5,4,31,other,0
126,5,5,123,standard,0
127,5,6,67,other,0
128,5,7,34,slang,1
129,5,8,87,standard,0
130,5,9,31,other,1
131,5,10,123,standard,0
132,5,11,67,other,0
133,5,12,34,slang,1
135,5,14,103,slang,1
135,5,14,31,other,1
136,5,15,123,standard,0
137,5,1,67,other,0
138,5,2,34,slang,1
139,5,3,87,standard,0
140,5,4,103,slang,1
140,5,4,31,other,1
141,5,5,123,standard,0
142,5,6,67,other,1
143,5,7,34,slang,0
146,5,10,123,standard,1
147,5,11,67,other,0
148,5,6,67,other,0
149,5,13,87,standard,0
150,5,13,87,standard,1
151,5,14,103,slang,0
151,5,14,31,other,0
152,5,15,123,standard,0
153,5,1,67,other,0
155,5,3,87,standard,0
156,5,5,123,standard,0
157,5,5,123,standard,1
158,5,6,67,other,0
160,5,8,87,standard,0
161,5,9,103,slang,1
161,5,9,31,other,1
162,5,10,123,standard,0
163,5,11,67,other,0
164,5,12,34,slang,1
165,5,13,87,standard,0
166,5,14,31,other,0
NA,5,9,103,slang,NA
NA,5,9,31,other,NA
1,6,1,63,slang,0
3,6,1,63,slang,1
4,6,4,8,standard,0
5,6,5,103,other,1
6,6,6,63,slang,0
8,6,8,8,slang,0
10,6,10,103,other,0
11,6,11,63,slang,1
12,6,12,22,standard,0
13,6,13,8,slang,1
14,6,14,8,standard,0
15,6,15,103,other,0
16,6,3,8,slang,1
17,6,2,22,standard,0
18,6,1,63,slang,1
20,6,5,103,other,1
21,6,6,63,slang,1
22,6,7,22,standard,0
23,6,8,8,slang,1
25,6,10,103,other,0
26,6,11,63,slang,1
27,6,12,22,standard,0
28,6,13,8,slang,1
29,6,14,8,standard,1
30,6,15,103,other,0
31,6,1,63,slang,1
32,6,2,22,standard,0
33,6,3,8,slang,0
34,6,4,8,standard,0
35,6,5,103,other,1
36,6,6,63,slang,1
37,6,7,22,standard,0
38,6,8,8,slang,1
39,6,9,8,standard,1
40,6,10,103,other,1
41,6,11,63,slang,1
42,6,12,22,standard,0
43,6,13,8,slang,1
44,6,14,8,standard,0
45,6,15,103,other,0
46,6,1,63,slang,1
47,6,2,22,standard,1
48,6,3,8,slang,1
49,6,4,8,standard,0
50,6,5,103,other,1
51,6,11,63,slang,1
52,6,7,22,standard,0
53,6,8,8,slang,0
55,6,10,103,other,1
56,6,6,63,slang,1
57,6,12,22,standard,0
58,6,13,8,slang,0
60,6,15,103,other,0
61,6,1,63,slang,1
64,6,4,8,standard,0
65,6,5,103,other,1
66,6,6,63,slang,1
67,6,7,22,standard,0
70,6,10,103,other,1
71,6,11,63,slang,1
72,6,12,22,standard,0
73,6,13,8,slang,1
74,6,14,8,standard,0
75,6,15,103,other,0
76,6,1,63,slang,1
77,6,2,22,standard,0
78,6,3,8,slang,1
80,6,5,103,other,0
81,6,6,63,slang,0
83,6,8,8,slang,0
84,6,9,8,standard,0
85,6,10,103,other,0
86,6,11,63,slang,0
87,6,12,22,standard,0
89,6,14,8,standard,0
90,6,15,103,other,1
91,6,1,63,slang,0
92,6,2,22,standard,0
93,6,3,8,slang,1
94,6,4,8,standard,0
95,6,5,103,other,0
96,6,6,63,slang,1
97,6,7,22,standard,0
98,6,8,8,slang,0
99,6,9,8,standard,1
100,6,10,103,other,0
102,6,12,22,standard,0
103,6,11,63,slang,1
104,6,14,8,standard,1
106,6,1,63,slang,1
107,6,2,22,standard,0
108,6,3,8,slang,0
109,6,4,8,standard,0
110,6,5,103,other,0
111,6,6,63,slang,1
112,6,6,63,slang,1
113,6,7,22,standard,0
114,6,8,8,slang,0
115,6,9,8,standard,0
116,6,10,103,other,1
117,6,11,63,slang,0
118,6,12,22,standard,1
119,6,13,8,slang,1
120,6,14,8,standard,0
122,6,1,63,slang,0
123,6,2,22,standard,1
124,6,3,8,slang,0
125,6,4,8,standard,0
126,6,5,103,other,0
127,6,6,63,slang,1
128,6,7,22,standard,0
129,6,8,8,slang,0
130,6,9,8,standard,0
131,6,10,103,other,0
132,6,11,63,slang,0
133,6,12,22,standard,0
135,6,14,8,standard,1
137,6,1,63,slang,0
138,6,2,22,standard,1
139,6,3,8,slang,1
141,6,5,103,other,0
142,6,6,63,slang,1
143,6,7,22,standard,0
146,6,10,103,other,1
147,6,11,63,slang,1
148,6,6,63,slang,0
149,6,13,8,slang,1
150,6,13,8,slang,1
151,6,14,8,standard,0
152,6,15,103,other,0
153,6,1,63,slang,1
154,6,2,22,standard,0
155,6,3,8,slang,0
156,6,5,103,other,0
157,6,5,103,other,0
158,6,6,63,slang,0
159,6,7,22,standard,0
160,6,8,8,slang,0
161,6,9,8,standard,0
162,6,10,103,other,1
163,6,11,63,slang,0
164,6,12,22,standard,0
165,6,13,8,slang,1
166,6,14,8,standard,0
NA,6,9,8,standard,NA
1,7,1,73,standard,0
1,7,1,31,other,0
3,7,1,73,standard,0
3,7,1,31,other,1
4,7,4,81,other,0
5,7,5,46,slang,1
6,7,6,73,standard,0
6,7,6,31,other,1
8,7,8,106,standard,0
10,7,10,46,slang,0
11,7,11,73,standard,0
11,7,11,31,other,0
12,7,12,106,slang,1
12,7,12,31,other,0
13,7,13,106,standard,1
14,7,14,81,other,1
15,7,15,46,slang,1
16,7,3,106,standard,0
17,7,2,106,slang,0
18,7,1,73,standard,1
18,7,1,31,other,1
19,7,4,81,other,1
20,7,5,46,slang,0
21,7,6,73,standard,1
21,7,6,31,other,1
22,7,7,106,slang,1
23,7,8,106,standard,0
24,7,9,81,other,0
25,7,10,46,slang,1
26,7,11,73,standard,1
26,7,11,31,other,1
27,7,12,106,slang,1
27,7,12,31,other,1
28,7,13,106,standard,1
29,7,14,81,other,1
30,7,15,46,slang,1
31,7,1,73,standard,0
31,7,1,31,other,1
32,7,2,106,slang,1
33,7,3,106,standard,1
34,7,4,81,other,0
35,7,5,46,slang,1
36,7,6,73,standard,0
37,7,7,106,slang,1
38,7,8,106,standard,0
39,7,9,81,other,0
40,7,10,46,slang,1
41,7,11,73,standard,0
41,7,11,31,other,1
42,7,12,106,slang,0
42,7,12,31,other,0
43,7,13,106,standard,0
44,7,14,81,other,1
45,7,15,46,slang,1
46,7,1,73,standard,0
46,7,1,31,other,1
47,7,2,106,slang,1
48,7,3,106,standard,0
49,7,4,81,other,0
50,7,5,46,slang,1
51,7,11,73,standard,0
