participant,item,prime,communication,Response
37,E10,B,video_call,0
37,E15,B,video_call,0
37,E23,B,video_call,1
37,E26,B,video_call,1
37,E34,B,video_call,1
38,E06,B,video_call,0
38,E11,B,video_call,0
38,E14,B,video_call,0
38,E19,B,video_call,0
38,E30,B,video_call,0
38,E35,B,video_call,0
39,E02,B,video_call,0
39,E12,B,video_call,1
39,E17,B,video_call,0
39,E21,B,video_call,0
39,E28,B,video_call,0
39,E32,B,video_call,0
40,E04,B,video_call,1
40,E09,B,video_call,1
40,E18,B,video_call,1
40,E22,B,video_call,1
40,E27,B,video_call,1
40,E31,B,video_call,1
41,E05,B,video_call,1
41,E07,B,video_call,1
41,E16,B,video_call,1
41,E20,B,video_call,1
41,E29,B,video_call,1
41,E33,B,video_call,1
42,E05,B,video_call,0
42,E07,B,video_call,0
42,E16,B,video_call,1
42,E20,B,video_call,1
42,E29,B,video_call,1
42,E33,B,video_call,1
72,E26,B,video_call,NA
43,E10,B,video_call,1
43,E15,B,video_call,1
43,E23,B,video_call,1
43,E26,B,video_call,1
43,E34,B,video_call,1
44,E02,B,video_call,0
44,E12,B,video_call,NA
44,E17,B,video_call,1
44,E21,B,video_call,1
44,E28,B,video_call,0
44,E32,B,video_call,1
45,E03,B,video_call,NA
20,E27,B,video_call,NA
45,E08,B,video_call,1
45,E13,B,video_call,0
32,E27,B,video_call,NA
45,E24,B,video_call,1
45,E25,B,video_call,0
45,E36,B,video_call,0
46,E06,B,video_call,1
46,E11,B,video_call,1
46,E14,B,video_call,1
46,E19,B,video_call,1
46,E30,B,video_call,1
46,E35,B,video_call,1
47,E03,B,video_call,1
47,E08,B,video_call,0
47,E13,B,video_call,0
47,E24,B,video_call,1
47,E25,B,video_call,1
47,E36,B,video_call,1
48,E05,B,video_call,1
48,E07,B,video_call,1
48,E16,B,video_call,1
48,E20,B,video_call,1
48,E29,B,video_call,1
48,E33,B,video_call,1
49,E02,B,video_call,0
57,E30,B,video_call,NA
49,E12,B,video_call,0
49,E17,B,video_call,0
49,E21,B,video_call,1
49,E28,B,video_call,1
49,E32,B,video_call,0
50,E06,B,video_call,1
50,E11,B,video_call,1
50,E14,B,video_call,1
50,E19,B,video_call,1
50,E30,B,video_call,1
50,E35,B,video_call,1
51,E01,B,video_call,1
51,E10,B,video_call,0
51,E15,B,video_call,0
51,E23,B,video_call,1
51,E26,B,video_call,0
52,E06,B,video_call,1
52,E11,B,video_call,1
52,E14,B,video_call,1
52,E19,B,video_call,1
52,E30,B,video_call,1
52,E35,B,video_call,1
53,E04,B,video_call,0
53,E09,B,video_call,1
53,E18,B,video_call,1
53,E22,B,video_call,0
53,E27,B,video_call,1
53,E31,B,video_call,1
54,E02,B,video_call,0
54,E12,B,video_call,1
54,E17,B,video_call,1
54,E21,B,video_call,0
54,E28,B,video_call,1
54,E32,B,video_call,1
55,E01,B,video_call,0
55,E10,B,video_call,1
55,E15,B,video_call,0
55,E23,B,video_call,0
55,E26,B,video_call,0
55,E34,B,video_call,0
56,E05,B,video_call,1
56,E07,B,video_call,1
56,E16,B,video_call,NA
56,E20,B,video_call,1
56,E29,B,video_call,1
56,E33,B,video_call,1
51,E34,B,video_call,NA
57,E06,B,video_call,0
57,E11,B,video_call,1
57,E14,B,video_call,NA
57,E19,B,video_call,1
57,E35,B,video_call,1
58,E06,B,video_call,1
58,E11,B,video_call,1
58,E14,B,video_call,1
58,E19,B,video_call,1
9,E36,B,video_call,NA
61,E36,B,video_call,NA
58,E30,B,video_call,1
58,E35,B,video_call,1
59,E13,B,video_call,1
59,E24,B,video_call,0
59,E25,B,video_call,0
59,E36,B,video_call,1
60,E04,B,video_call,0
60,E09,B,video_call,0
60,E18,B,video_call,0
60,E22,B,video_call,0
60,E27,B,video_call,1
60,E31,B,video_call,1
61,E13,B,video_call,0
61,E24,B,video_call,0
61,E25,B,video_call,0
62,E04,B,video_call,0
62,E09,B,video_call,0
62,E18,B,video_call,1
62,E22,B,video_call,0
62,E27,B,video_call,1
62,E31,B,video_call,1
63,E05,B,video_call,1
63,E07,B,video_call,0
63,E16,B,video_call,1
63,E20,B,video_call,1
63,E29,B,video_call,1
63,E33,B,video_call,1
64,E01,B,video_call,0
64,E10,B,video_call,1
64,E15,B,video_call,1
64,E23,B,video_call,1
64,E26,B,video_call,1
64,E34,B,video_call,1
65,E04,B,video_call,1
65,E09,B,video_call,NA
65,E18,B,video_call,1
65,E22,B,video_call,1
65,E27,B,video_call,1
65,E31,B,video_call,1
66,E04,B,video_call,0
66,E09,B,video_call,0
66,E18,B,video_call,1
66,E22,B,video_call,0
66,E27,B,video_call,0
66,E31,B,video_call,0
67,E07,B,video_call,1
67,E16,B,video_call,1
67,E20,B,video_call,1
67,E29,B,video_call,1
67,E33,B,video_call,1
68,E01,B,video_call,0
68,E10,B,video_call,1
68,E15,B,video_call,1
68,E23,B,video_call,1
68,E26,B,video_call,1
68,E34,B,video_call,1
69,E04,B,video_call,0
69,E09,B,video_call,1
69,E18,B,video_call,1
69,E22,B,video_call,1
69,E27,B,video_call,1
69,E31,B,video_call,1
70,E03,B,video_call,1
70,E08,B,video_call,0
70,E13,B,video_call,1
70,E24,B,video_call,0
70,E25,B,video_call,1
70,E36,B,video_call,1
71,E12,B,video_call,0
71,E17,B,video_call,0
71,E21,B,video_call,0
71,E28,B,video_call,1
71,E32,B,video_call,0
72,E01,B,video_call,1
72,E10,B,video_call,1
72,E15,B,video_call,1
72,E23,B,video_call,1
72,E34,B,video_call,1
